gt_answer,pred,question,balanced,perfect_match,correct
no,,Are there bowls in the scene?,False,0,False
no,,Is the catcher to the left of the person that is wearing a mask?,False,0,False
no,yes,Do you see either any paint brushes or shields in this scene?,False,0,False
no,yes,Are there any fences?,False,0,False
behind,,Is the tree in front or behind the fence?,False,0,False
yes,yes,Are there benches that are brown?,False,1,True
yes,yes,Do you see any men to the right of the people that are wearing helmets?,False,1,True
no,,Are there either boys or glasses?,False,0,False
no,yes,Does he appear to be swimming?,False,0,False
no,yes,Do you see any umbrellas?,False,0,False
cloudy,cloudy,"How does the blue sky look, clear or cloudy?",False,1,True
no,yes,Does the laptop computer look black?,False,0,False
yes,yes,Do you see any monitors to the left of the screen?,False,1,True
no,yes,Are there both hats and gloves in the photo?,False,0,False
yes,,Is there any green lettuce or broccoli?,False,0,False
yes,,Is the blender on the left side of the photo?,False,0,False
no,yes,Are there cups or desks in the photo?,False,0,False
no,yes,Do you see either hairbrushes or books there?,False,0,False
no,yes,Is this a small screen?,False,0,False
no,,Are there any baseballs to the left of the umpire?,False,0,False
yes,yes,Is the player on the left side of the photo?,False,1,True
no,yes,Are there women to the right of the people that are walking down the side walk?,False,0,False
no,yes,Do you see an apple to the left of the banana that is on top of the counter?,False,0,False
yes,,Are the pole and the fence the same color?,False,0,False
no,,Is the tall box to the right of a refrigerator?,False,0,False
yes,yes,Is there a fence that is not black?,False,1,True
yes,,Are there any letters that are not red?,False,0,False
no,yes,Are there any bird houses?,False,0,False
black,,What color is the hat?,False,0,False
no,yes,Is there any lamp to the left of the mirror?,False,0,False
left,left,Is the shelf to the left or to the right of the person that is holding the camera?,False,1,True
gray,hat,What color are the pants?,False,0,False
yes,yes,Is the woman to the right of a person?,False,1,True
no,yes,Are there either any fences or cars?,False,0,False
sitting,running,"What is the person to the right of the telephone doing, running or sitting?",False,0,False
yes,yes,Are there coats in this photograph?,False,1,True
no,yes,Are there any cars to the left of the person the dog is to the left of?,False,0,False
yes,yes,Is the red sign below a chimney?,False,1,True
yes,,Is there any chair that is not red?,False,0,False
no,yes,Are there fences in this image?,False,0,False
no,yes,Do you see any wigs there?,False,0,False
no,yes,Are there any veggies in the image?,False,0,False
no,yes,Does the floor lamp appear to be silver and antique?,False,0,False
yes,yes,Is the batter on the right side of the picture?,False,1,True
yes,,Is the white towel to the left of the woman on the right of the picture?,False,0,False
no,yes,Are there canes in the image?,False,0,False
yes,yes,Could this place be a field?,False,1,True
yes,yes,Do you see any players in the field?,False,1,True
black,blue,The shirt has what color?,False,0,False
no,yes,Are there ugly zebras in the picture?,False,0,False
yes,yes,Is there any motorcycle on the sidewalk?,False,1,True
yes,yes,Is there a bag to the left of the person on the right?,False,1,True
no,,Are there glasses to the right of the umbrella that looks yellow and green?,False,0,False
no,,Are there any dogs or cats that are not white?,False,0,False
yes,yes,Is there a pan on top of the stove?,False,1,True
left,,Is the napkin to the right or to the left of the plate that the pizza is on?,False,0,False
chair,jacket,What is the red piece of furniture in the picture?,False,0,False
yes,yes,Is there a strawberry to the left of the cracker that is to the left of the candles?,False,1,True
no,yes,Are there any baseballs?,False,0,False
yes,,Is there a lamp that is not off?,False,0,False
no,yes,Are there any cats or fences in this image?,False,0,False
yes,yes,Does the person to the right of the boy wear a shirt?,False,1,True
no,yes,Do the kites that look yellow seem to be down?,False,0,False
no,yes,Is there any coffee table to the right of the pillows on the couch?,False,0,False
umbrella,,The boy is in front of what?,True,0,False
yes,,Does that sky look cloudy?,False,0,False
yes,yes,Do the paper and the napkin have a different colors?,False,1,True
no,yes,Is there a clock or a bus in the photo?,False,0,False
yes,yes,Are there forks that are not white?,False,1,True
yes,yes,Do you think that picture is sunny?,False,1,True
train,mobile phone,What type of vehicle is to the left of the woman?,False,0,False
no,,Is the man to the left of the boxes wearing glasses?,False,0,False
no,,Are there glasses in the photo?,False,0,False
no,yes,Do you see either helmets or gloves there?,False,0,False
no,,Is there a child to the right of the person on the bike?,False,0,False
suitcase,luggage,What is the small child dragging?,False,0,False
yes,,Are there either any apples or bananas?,False,0,False
bottom,bottom,Is the black painting in the bottom or in the top part?,False,1,True
black,black,Is the umbrella that is made of lace green or black?,False,1,True
no,yes,Is the oven to the right of a cabinet?,False,0,False
yes,yes,Are there any wood dressers or tables in the image?,False,1,True
yes,yes,Is the dog in the bottom part of the picture?,False,1,True
no,yes,Do the pants have dark tone?,False,0,False
yes,yes,Is the container to the left of a vase?,False,1,True
no,yes,Do you see a fence?,False,0,False
no,yes,Is there broccoli to the right of the utensil on the right?,False,0,False
no,,Is there a frisbee or a baseball that is not white?,False,0,False
yes,,Is there wine in this photo?,False,0,False
right,left,On which side of the image is the black device?,False,0,False
no,,Is there any tall grass or snow in the picture?,False,0,False
right,right,Is the red vehicle to the right or to the left of the man that is crossing the tracks?,True,1,True
right,windermere,On which side of the photo is the light house?,True,0,False
no,yes,Are there alarm clocks in the photo?,False,0,False
yes,yes,Is the fence to the right of a car?,False,1,True
no,,Are there both fences and skis in the photo?,False,0,False
no,yes,Is there a fence to the right of the large animal?,False,0,False
yes,yes,Is the bed large?,False,1,True
no,yes,Are there benches?,False,0,False
phone,keyboard,Which type of device is left of the computer monitor?,False,0,False
table,,What is the plate on?,False,0,False
yes,,Are there both rugs and televisions in this image?,False,0,False
no,,Is the person to the right of the fence holding a frisbee?,False,0,False
no,yes,Are there any fences or cars in the image?,False,0,False
short,,What height is the wood fence that is surrounding the tree?,False,0,False
no,yes,Are there any chairs?,False,0,False
no,yes,Is there a lamp to the left of the telephone in the bottom part of the photo?,False,0,False
yes,yes,Is the vehicle that is to the left of the man black and small?,False,1,True
backpack,us flag,What bag is the flag attached to?,False,0,False
no,yes,Are there any cups to the left of the paper towels?,True,0,False
no,,Are there athletes or boys?,False,0,False
right,right,Is she to the left or to the right of the car?,False,1,True
yes,,Do you see either any fences or hats?,False,0,False
yes,,Are there any remote controls to the right of the black device?,False,0,False
black,orange,Which color is the garage door that is not small?,False,0,False
left,,Is the truck to the right or to the left of the person that the helmet is on?,False,0,False
left,left,On which side of the photo is the brown bag?,False,1,True
yes,yes,Are there towels that are white?,False,1,True
yes,yes,Are there men to the right of the bag in the middle?,False,1,True
no,yes,Is there a metal tennis racket or bat in this picture?,False,0,False
yes,,Are there rackets in this image?,False,0,False
no,yes,Do the shoes look white?,False,0,False
black,,Which color are the glasses?,False,0,False
yes,yes,Are the bat and the baseball bat both black?,False,1,True
no,yes,Is the giraffe to the left of a pig?,False,0,False
yes,yes,Are there umbrellas in the photo?,False,1,True
yes,yes,Are there any tables or sofas in the image?,False,1,True
dog,,What animal do you think is in front of the car?,False,0,False
white,red,Which color is the snow the skier is in?,False,0,False
yes,yes,Is the large refrigerator to the right of a kettle?,False,1,True
yes,yes,Are there wood chairs?,False,1,True
no,,Are there any huge airplanes?,False,0,False
yes,yes,Is the toilet paper in the bottom part of the photo?,False,1,True
no,yes,Does the vehicle at the station look new?,False,0,False
yes,round,Are there either mirrors or lamps that are tall?,False,0,False
no,yes,Does the shirt look black?,False,0,False
no,yes,Are there any brown bags in this photo?,False,0,False
yes,sheep,Is there either a cat or a sheep that is white?,False,0,False
no,yes,Is the tap to the right of a mirror?,False,0,False
no,,Does the vehicle near the tree look light and large?,False,0,False
sandwich,sandwich,What is the food that is above the ceramic plate?,False,1,True
left,,Are the headphones on the left or on the right of the photo?,False,0,False
cheese,,How is the food to the left of the large knife called?,False,0,False
no,yes,Are there lamps or cabinets?,False,0,False
no,yes,Is there any bicycle to the left of the bench that the person is on?,False,0,False
no,yes,Do you see a pig to the left of the boy?,False,0,False
no,,Are there any tables or nightstands that are not brown?,False,0,False
no,yes,Do you see a backpack to the right of the person on the left of the image?,False,0,False
no,yes,Is there any fence in the photo?,False,0,False
yes,,Is the person in front of the tree swinging a racket?,False,0,False
yes,yes,Do you see any benches or trash cans there?,False,1,True
no,green,Are there horses to the right of the person that is of the truck?,False,0,False
yes,,Do you see bicycles to the left of the person that is in the top of the picture?,False,0,False
no,yes,Are there donuts to the left of the tray that looks long?,False,0,False
no,yes,Do the rocks look small?,False,0,False
no,yes,Are there napkins to the right of the plate on the left of the photo?,False,0,False
yes,,Are there clocks or bikes?,False,0,False
no,,Are there both helmets and fences in the picture?,False,0,False
yes,yes,Does the snow underneath the man look white?,False,1,True
no,yes,Are there pots in the photo?,False,0,False
no,yes,Are there any glasses or bags in the photo?,False,0,False
right,left,On which side of the photo is the telephone?,False,0,False
no,,Is that chair metallic?,False,0,False
right,right,Is the small remote control on the left side or on the right?,False,1,True
laptop,computer screen,What is the person looking at?,False,0,False
no,yes,Is the person near the boy tall and young?,False,0,False
yes,yes,Is there a woman to the left of the lamp that is on the right side of the picture?,False,1,True
yes,yes,Are there any women to the right of the person that wears a hat?,False,1,True
bottom,bottom,"In which part of the picture is the pink towel, the bottom or the top?",False,1,True
yes,yes,Do you see any headphones to the right of the guy?,False,1,True
bird,kitten,"Which animal is this, a kitten or a bird?",False,0,False
no,yes,Is there a spoon in the picture?,False,0,False
no,yes,Is the bread to the right of a tomato?,False,0,False
black,,Are the socks black or maroon?,False,0,False
yes,yes,Are there any children?,False,1,True
no,,Are there players or skis?,False,0,False
no,yes,Are there any bananas or oranges that are not peeled?,False,0,False
no,yes,Are there fences in the photo?,False,0,False
yes,,Do you think the laptop is silver?,False,0,False
no,mig29,Are there fences or garlands in the scene?,False,0,False
no,,Is the bag to the right of a horse?,False,0,False
no,,Is the straw inside a bottle?,False,0,False
woman,airplane,Who is that plane in front of?,True,0,False
yes,yes,Is the skateboard in the bottom part of the photo?,False,1,True
yes,yes,Are there cows in the picture?,False,1,True
no,yes,Are there any men to the left of the giraffe that is brown?,False,0,False
no,yes,Are there fences in the picture?,False,0,False
yes,yes,Is the bottle to the left of the bicycles?,False,1,True
no,yes,Are there cars in the picture?,False,0,False
table,coffee,What's in front of the car?,True,0,False
no,,Is it indoors?,False,0,False
bottom,bottom,Is the man in the top part or in the bottom of the image?,False,1,True
no,,Is the skirt brown?,False,0,False
yes,yes,Is the old person on the right side?,False,1,True
no,yes,Are there any fences?,False,0,False
yes,yes,Is the cloud different in color than the sky?,False,1,True
yes,yes,Is the couch on the left?,False,1,True
stuffed bear,maria,What kind of toy is above the desk?,False,0,False
no,yes,Is the guy to the left of the girl in the center?,False,0,False
bottom,,Is the chair in the top part or in the bottom of the photo?,False,0,False
no,yes,Are there any fences or cars in the picture?,False,0,False
bear,wolf,"Which kind of animal is this, a wolf or a bear?",False,0,False
yes,yes,Do the remote control and the curtain have a different colors?,True,1,True
no,yes,Are there either any vans or trucks?,False,0,False
yes,,Do you see both sand and grass?,True,0,False
yes,yes,Is there any lettuce in this photo?,False,1,True
no,,Is there a bed to the left of the pillow on the left side of the image?,False,0,False
yes,yes,Are there any brown chairs in the image?,False,1,True
no,,Do you see any cars or doors in this picture?,False,0,False
yes,yes,Does the girl that is little look blond and dry?,False,1,True
glass,cake,What is in front of the pastry that is to the left of the donuts?,True,0,False
yes,yes,Is the fence in front of the trees white and wooden?,False,1,True
black,green,What color is the clock?,True,0,False
no,,Are both the wall and the number the same color?,False,0,False
top,bottom,"In which part of the picture is the yellow flag, the bottom or the top?",False,0,False
no,yes,Do you see any bowls or bird cages?,False,0,False
no,,Is the broom on the left side?,False,0,False
yes,yes,Is the saucer to the left of the chocolate dessert?,False,1,True
no,yes,Is this a white helmet?,False,0,False
no,yes,Is the chair to the right of a vase?,False,0,False
yes,,Do you see any grass that is not brown?,False,0,False
mirror,,Is this a mirror or a bed?,True,0,False
yes,yes,Is the white food under the food the cup is next to?,False,1,True
yes,,Is there a woman to the left of the bag?,False,0,False
no,yes,Is the ladder on a food truck?,False,0,False
man,,Who is wearing a vest?,False,0,False
left,right,Is the truck on the left side or on the right of the image?,False,0,False
yes,yes,Are both the cap and the wall the same color?,False,1,True
no,yes,Are there any bottles to the left of the woman that is wearing a scarf?,False,0,False
yes,yes,Do you see a window in the photo that is not open?,False,1,True
bus,bus,Which kind of vehicle is the man in front of?,False,1,True
yes,yes,Is the tail long?,False,1,True
yes,,Is the side walk gray?,False,0,False
no,yes,Do you see fire extinguishers in this scene?,False,0,False
no,yes,Is there any tan grass in this scene?,False,0,False
yes,,Are there any trays under the pizza that is in the oven?,False,0,False
car,truck,Which kind of vehicle is to the right of the motorcycle?,True,0,False
no,yes,Do you see a cellphone in this picture?,False,0,False
yes,,Are there any airplanes on the runway?,False,0,False
clear,big ben,What type of weather do you see in this scene?,False,0,False
no,yes,Is the photo showing the ocean?,False,0,False
no,yes,Is there a baseball bat that is silver?,False,0,False
yes,yes,Is there a window that is white?,False,1,True
small,small,Does the bird to the right of the other bird look large or small?,False,1,True
no,yes,Are there carrots to the left of the veggies that are in the top?,False,0,False
yes,,Are there any ropes or letters that are white?,False,0,False
yes,,Are there bottles in the image?,False,0,False
no,,Are there any forks to the left of the food in the bottom part of the image?,False,0,False
kitchen,,Which room is it?,False,0,False
yes,grass,Do you see any grass that is not brown?,False,0,False
yes,yes,Is the snowboard in the bottom of the photo?,False,1,True
no,yes,Are there any fences?,False,0,False
no,suitcases,Do you see suitcases or skateboards in the picture?,False,0,False
no,yes,Do you see any cones?,False,0,False
no,yes,Is the man to the left of a person?,False,0,False
no,yes,Does the giraffe near the log look white?,False,0,False
right,right,Is the wood bench to the right or to the left of the man at the table?,False,1,True
no,yes,Are there both tables and napkins in this scene?,False,0,False
yes,yes,Do you see a fence that is not made of concrete?,False,1,True
no,yes,Are there either any cars or clocks in the image?,False,0,False
yes,yes,Are there any gloves in the image that are black?,False,1,True
no,yes,Are the cookies to the right of a pastry?,False,0,False
yes,yes,Are there any bicycles in front of the blue bus?,False,1,True
no,yes,Are there any men to the left of the bicycle that is to the right of the bottle?,False,0,False
yes,yes,Do you see either a chair or a table that are brown?,False,1,True
no,yes,Is the person swimming?,False,0,False
metal,,What is the tray made of?,False,0,False
no,yes,Do you see shampoos in the image?,False,0,False
thin,thin,"How does that power line seem to be, thin or thick?",False,1,True
no,yes,Are there any doors?,False,0,False
no,yes,Are there both an umbrella and a bag in the scene?,False,0,False
no,,Are there cars to the right of the vehicle that is parked in front of the house?,False,0,False
no,,Do you see players to the right of the batter that is wearing a jersey?,False,0,False
no,,Do you see a microwave to the left of the bottle on the counter?,False,0,False
yes,yes,Is the striped towel to the left of the person that is standing?,False,1,True
no,,Is there either a fence or a helmet in the image?,False,0,False
small,small,Are the mountains large or small?,False,1,True
no,yes,Is the white container in the top part of the photo?,False,0,False
no,yes,Are there napkins in the image?,False,0,False
yes,yes,Does the short hair look black?,False,1,True
no,yes,Is the bowl on the right?,False,0,False
yes,,Is the man with the knife wearing a cap?,True,0,False
no,yes,Are there both sand and grass in this photo?,False,0,False
no,yes,Do the man's eyes have small size?,False,0,False
no,,Is there a racket that is not blue?,False,0,False
no,yes,Is there a tennis ball in the picture?,False,0,False
yes,,Do you see any blankets in the image that are not orange?,False,0,False
yes,yes,Are there chairs or windows?,False,1,True
no,yes,Are there trucks or cars in the picture?,False,0,False
no,,Are there any rackets to the right of the boy?,False,0,False
no,yes,Is the man to the left of the soccer ball wearing glasses?,False,0,False
no,,Does the placemat to the right of the other placemat look red?,False,0,False
yes,yes,Does the dark hair look long?,False,1,True
yes,yes,Are there either any boxes or oranges in the image?,False,1,True
yes,yes,Are there any white trucks or buses?,False,1,True
no,yes,Are there any elephants or whales in this photograph?,False,0,False
top,bottom,Is the picture in the bottom or in the top part of the image?,False,0,False
no,yes,Is there a plate to the left of the white container?,False,0,False
yes,tall,Does that palm tree look tall?,False,0,False
sofa,wire power cord,What is the wire on?,True,0,False
right,left,Is the orange cone to the right or to the left of the person on the left?,False,0,False
no,,Are there any skateboards to the left of the boy that is wearing a helmet?,False,0,False
table,simpsons,Which type of furniture is presented in the image?,False,0,False
no,yes,Are there cats in this image?,False,0,False
no,yes,Is there a plate that is not large?,False,0,False
large,small,"How does the train look like, large or small?",False,0,False
no,yes,Is there a dog in this photo?,False,0,False
no,yes,Is the hair brown?,False,0,False
no,,Does the bag that is to the left of him look orange?,False,0,False
no,yes,Are there either any pizza trays or chairs in the picture?,False,0,False
no,,Does her hair look blond?,False,0,False
yes,,Does the table cloth have white color?,False,0,False
no,yes,Is the laptop open?,False,0,False
yes,yes two,Are there any coats in the picture that are not red?,False,0,True
no,yes,Does the animal near the tissue paper look white?,False,0,False
yes,yes,Is there an airplane on the runway the grass is in front of?,False,1,True
yes,bags,Do you see chairs or bags that are blue?,False,0,False
computer,keyboard,Which kind of device is to the right of the lamp?,False,0,False
no,,Do you see both ice and snow?,False,0,False
yes,yes,Are there trains to the right of the man at the station?,False,1,True
yes,,Are the toys in the top part of the photo?,False,0,False
no,yes,Are there any bottles to the right of the person near the clothes?,False,0,False
yes,,Are there men to the right of the pan on the oven?,False,0,False
no,apple,Is there a fruit to the left of the man that is presented in the picture?,False,0,False
yes,,Is the oatmeal of the bowls to the left of the brown fruits?,False,0,False
no,,Do you see sandals there that are not brown?,False,0,False
cloudy,rainy,How is the weather?,False,0,False
yes,yes,Is there either a fence or a collar in this photo?,False,1,True
no,yes,Are there any bikes to the left of the man that is wearing jeans?,False,0,False
no,,Are there any bags?,False,0,False
yes,yes,Is the person to the left of the van wearing trousers?,False,1,True
silver,silver,Of which color is the spoon on the right side?,False,1,True
no,yes,Is there a fence in this photo?,False,0,False
no,yes,Do you see any trays?,False,0,False
no,yes two bikes picture black,Are there any bikes in the picture that are not black?,False,0,False
sandwich,orange juice,What is the name of the food that the ham is inside of?,False,0,False
no,yes,Do you see motorcycles to the left of the person on the left?,False,0,False
yes,yes,Is the batter to the right of the umpire?,False,1,True
no,yes,Are there any elephants to the right of the bird on the porch?,False,0,False
yes,yes,Is there a fence in the picture?,False,1,True
boat,boat,What kind of watercraft is blue?,False,1,True
black,skatepark,What color does the shirt he is wearing have?,False,0,False
no,yes,Is the woman to the left of the man that is wearing shorts?,False,0,False
boats,boat,Which kind of watercraft is to the left of the workers?,False,0,False
yes,yes,Is it an indoors scene?,False,1,True
yes,yes,Are there coffee tables to the right of the girl?,False,1,True
black,black,"How does the scarf seem to be, black or white?",False,1,True
yes,,Do you see any glasses to the right of the man on the left?,False,0,False
no,yes,Do you see trucks to the left of the fence that is to the left of the cars?,False,0,False
small,,What is the size of the potatoes?,False,0,False
no,,Is the dresser black?,True,0,False
bottom,,Is the candle in the bottom or in the top of the image?,False,0,False
right,left,Is the iron lamp to the right or to the left of the shelf in the top?,False,0,False
yes,yes,Are there any motorcycles or balls that are green?,False,1,True
yes,yes,Is this a white bed?,False,1,True
yes,yes,Is there broccoli in the pasta in the top of the photo?,False,1,True
no,,Do the chairs that are to the left of the other chairs look full and white?,False,0,False
no,yes,Is the sidewalk made of the same material as the post?,False,0,False
yes,yes,Does the device to the left of the controller look pink?,False,1,True
gray,gray,Is the sofa near the lamp gray or purple?,False,1,True
yes,yes,Is the red blanket on a bed?,False,1,True
left,right,Is the ski to the left or to the right of the skier?,True,0,False
no,,Is the planter to the right of a bench?,False,0,False
orange,,What color do you think is the tennis racket to the right of the man?,True,0,False
no,yes,Are there either any fences or cars?,False,0,False
no,yes,Is there a cabinet to the right of the towel?,False,0,False
no,yes,Are there any boats to the right of the rope in the middle?,True,0,False
no,yes,Are both the bowl and the seat the same color?,False,0,False
yes,yes,Does the pipe above the oven look silver and metallic?,False,1,True
yes,person,Is there a door or a window in the scene?,False,0,False
yes,yes,Does the person to the right of the boy seem to be sitting?,False,1,True
yes,yes,Is there a can to the right of the container on the left side?,False,1,True
top,bottom,Is the dispenser in the bottom or in the top part of the photo?,False,0,False
no,yes,Are there any clocks or crates?,False,0,False
yes,,Is the sheep in the bottom of the picture?,False,0,False
no,yes,Are there either any cars or fences in the picture?,False,0,False
no,,Is there a puppy to the left of the person that is holding onto the bag?,False,0,False
yes,,Is there a boat in this image?,False,0,False
chair,phone,What is the piece of furniture behind the person that is typing on the telephone?,False,0,False
shorts,,The person to the left of the boat is wearing what?,True,0,False
right,left,Is the white truck to the left or to the right of the person in the middle?,False,0,False
no,,Do the plate and the bread have a different colors?,False,0,False
yes,yes,Is the drawing white?,False,1,True
no,,Are there pillows to the left of the chair on the right?,False,0,False
yes,yes,Is the panda bear on the right side?,False,1,True
no,yes,Are there salt shakers or rugs?,False,0,False
man,man coat,Who is wearing a coat?,False,0,True
white,white,Does the clock on the wall look white or black?,False,1,True
no,yes,Are there buses to the right of the vehicle that looks blue?,False,0,False
no,yes,Is there a truck to the right of the bus?,False,0,False
shirt,,What kind of clothing is blue?,False,0,False
yes,yes,Is there any cheese or milk in the image?,False,1,True
no,yes,Are there any trucks that are brown?,False,0,False
yes,,Are there any helmets to the right of the player that is holding the bat?,False,0,False
no,yes,Is there a motorbike or a ball in the scene?,False,0,False
no,,Are there fences or parachutes in this picture?,False,0,False
no,yes,Does the bottle seem to be full?,False,0,False
yes,,Does the lamp shade have white color?,False,0,False
no,,Are there any numbers that are gold?,False,0,False
black,orange,What is the color of the tin can?,True,0,False
no,yes,Are there any ladders?,False,0,False
no,yes,Are there any pillows to the left of the orange curtains?,False,0,False
yes,yes,Are there both hats and fences?,False,1,True
no,yes,Are there both pastries and donuts in the image?,False,0,False
no,yes,Do you see fences there?,False,0,False
color,red,What is common to the hat and the truck?,False,0,False
no,,Is there a cake to the right of the man that is on the right side of the image?,False,0,False
yes,yes,Does the gray ostrich appear to be standing?,False,1,True
right,right,Is the chair to the left or to the right of the woman that is holding the remote controls?,False,1,True
octagonal,stop,What is the shape of the sign that is not little?,False,0,False
yes,yes,Is the girl playing?,False,1,True
no,yes,Do the people to the right of the bench appear to be eating?,False,0,False
no,yes,Do you see any bowls or bicycles?,False,0,False
no,yes,Is there a motorcycle in the photograph that is not blue?,False,0,False
yes,yes,Does the quilt look brown?,False,1,True
no,yes,Do the floor and the bus have the same color?,False,0,False
yes,,Is the blender to the right of the jar on the table?,False,0,False
no,,Is there a laptop to the right of the screen in the picture?,False,0,False
no,yes,Is there a bag on the counter?,False,0,False
corn,cauliflower,Which kind of vegetable is not covered?,True,0,False
red,cake,What color is the shirt the person is wearing?,True,0,False
yes,yes,Is the sky blue?,False,1,True
no,yes,Do you see any motorcycle in this scene?,False,0,False
no,,Is the cheese on the right side?,False,0,False
no,yes,Are there traffic lights in the photo?,False,0,False
yes,,Are there coats in this photo?,False,0,False
yes,,Does the plate have round shape?,False,0,False
no,yes,Is this train maroon?,False,0,False
yes,yes,Are there trash cans to the left of the vehicle on the street?,False,1,True
yes,,Does the TV look black?,False,0,False
yes,,Are there any people inside the shop?,True,0,False
yes,yes,Is the mirror to the left of a shelf?,False,1,True
left,,"Where is the yellow apple, on the right or on the left of the image?",False,0,False
right,right,Is the berry on the left side or on the right?,True,1,True
no,yes,Is the container to the right of a bowl?,True,0,False
yes,yes,Is the fence made of the same material as the post?,False,1,True
right,left,"Which side of the image is the blue vase on, the right or the left?",False,0,False
yes,,Are there long bananas or sandwiches?,False,0,False
yes,yes,Is the chair on the left?,False,1,True
no,yes,Does the baseball player that to the left of the person hold a racket?,False,0,False
no,,Is there a woman to the right of the glasses the man is wearing?,False,0,False
no,yes,Does the boat which is to the left of the man look white and small?,True,0,False
left,right,On which side of the photo is the girl?,False,0,False
no,yes,Is this woman to the right of a purse?,False,0,False
no,yes,Are there both ropes and boats in this picture?,False,0,False
yes,yes,Are there forks in this photo?,False,1,True
yes,yes,Are there either any doors or windows in the photo?,False,1,True
no,yes,Is there either a clock or a bottle in the photo?,False,0,False
right,,Is the bike to the right or to the left of the black dog?,False,0,False
yes,,Are the bread and the bowl the same color?,False,0,False
car,green,What vehicle is to the left of the van?,False,0,False
white,black,Is the helmet black or white?,False,0,False
no,yes,Do you see visitors in this picture?,False,0,False
no,yes,Do you see motorcycles in the picture?,False,0,False
no,,Are there both tablecloths and tables in the picture?,False,0,False
no,yes,Are there any people to the right of the car on the left of the picture?,False,0,False
no,yes,Do the belt and the bracelet have a different colors?,False,0,False
white,white,Which color is the snow?,False,1,True
no,yes,Are there both wine and food in this photo?,False,0,False
no,yes,Is there any phone to the left of the guitar?,False,0,False
no,yes,Do you see both helmets and coats?,False,0,False
no,,Are there any bags?,False,0,False
no,yes,Do you see a motorcycle to the left of the large vehicle?,False,0,False
right,left,Is the young man to the right or to the left of the kid that is not old?,False,0,False
right,,On which side of the image is the bottle?,False,0,False
no,yes,Is the planter to the left of a chair?,False,0,False
no,yes,Are there boys to the right of the man that is touching the hat?,False,0,False
no,yes,Is there a fence to the left of the vehicle near the palm?,False,0,False
no,yes,Are there bird houses or kites?,True,0,False
mother,giraffe right mother,Who is the giraffe that is to the right of the food looking at?,True,0,True
no,yes,Are there shopping carts in the image?,False,0,False
yes,yes,Is the plate orange?,False,1,True
apples,apples,What are the fruits to the left of the animal on the table called?,True,1,True
no,,Are there any placemats or books?,False,0,False
shorts,tshirt,What are the white clothing items in the photo?,True,0,False
large,100,How large is the pillow that the coffee table is to the right of?,False,0,False
no,,Do you see any statues or bird houses?,False,0,False
meat,salmon,What is the food to the left of the broccoli on the right side?,False,0,False
couch,couch,What kind of furniture is the same color as the cord?,True,1,True
no,yes,Is there a pot to the left of the pan?,False,0,False
white,fishing pole,What color is the truck the man is to the left of?,False,0,False
no,yes,Are there any fences in this photograph?,False,0,False
yes,yes,Is there any sandwich to the right of the pepper?,False,1,True
yes,yes,Are there either orange fences or cones?,False,1,True
yes,yes,Is the red bus to the left of the woman that is wearing a shirt?,False,1,True
cloudless,cloudless,Is the blue sky cloudy or cloudless?,True,1,True
left,left,Is the bottle to the right or to the left of the monitor in the top of the picture?,False,1,True
no,yes,Do you see any fences or bags there?,False,0,False
yes,,Is the man happy?,False,0,False
yes,yes,Are the cars on the left of the photo?,False,1,True
gray,red,Is the long vehicle red or gray?,False,0,False
yes,yes,Are both the animals the same species?,False,1,True
yes,yes,Does the grass seem to be thick?,False,1,True
yes,,Is the dog in the bottom part of the image?,False,0,False
yes,yes,Is there any smoke in this photo?,False,1,True
no,,Are there dry-erase boards in this scene?,False,0,False
no,,Is the oven to the right of a lamp?,False,0,False
yes,yes,Are there any umbrellas to the left of the people that hold the purse?,False,1,True
yes,,Are there cars next to the bus which is on the street?,False,0,False
no,,Do the leaves look brown?,False,0,False
no,,Are there any surfboards in the image?,False,0,False
laptop,phone,What is the device that is to the right of the bag on the counter?,False,0,False
yes,trays,Do you see either donuts or trays in this scene?,True,0,False
no,yes,Is the cellphone to the left of the man that wears glasses?,False,0,False
yes,yes,Is the figure on top of the table white and large?,False,1,True
no,yes,Are there sheep to the left of the boy?,False,0,False
no,,Are there kites or balloons that are not purple?,False,0,False
small,100m2,What is the size of the metal building?,False,0,False
chair,dresser,What is the piece of furniture to the right of the bed?,False,0,False
no,yes,Are there any cars?,False,0,False
yes,yes,Is there a woman to the left of the chairs?,False,1,True
no,yes,Do you see boxes there?,False,0,False
gray,yellow,Does the shower curtain appear to be gray or yellow?,False,0,False
no,,Is there a bear in the image that is not white?,False,0,False
no,,Are there any chairs?,False,0,False
no,yes,Does the appliance below the cabinet look small?,False,0,False
no,truck,Are there buses or cars?,False,0,False
no,yes,Is there a bus to the right of the car on the left?,False,0,False
wood,porcelain,Is the cabinet made of wood or metal?,False,0,False
yes,yes,Are there any cars near the sidewalk in the picture?,False,1,True
no,,Is the old person next to the woman wearing jeans?,True,0,False
no,,Are there both clocks and windows in this picture?,False,0,False
no,yes,Is the woman to the right of a chair?,False,0,False
no,yes,Are there any apples or pizzas in this photo?,False,0,False
no,yes,Are there both locks and motorcycles in this image?,False,0,False
no,yes,Is there a cell phone in the image that is white?,False,0,False
no,yes,Are there any trucks to the left of the cars?,False,0,False
no,,Are the white curtains on the right?,False,0,False
yes,,Are there giraffes that are not short?,False,0,False
