answer,image_path,question,source_image_id,sample_dataset,sample_question_id,T2_answer
7,COCO_train2014_000000046473.jpg,How many men are in this picture?,coco-046473,tallyqa,20011325.0,4
0,COCO_val2014_000000187658.jpg,How many horses have a rider on them?,coco-187658,tallyqa,91621278.0,0
5,COCO_train2014_000000456392.jpg,How many bowls are visible?,coco-456392,tallyqa,10325129.0,2
3,61578.jpg,How many boys are pictured?,coco-050305,tallyqa,30092970.0,3
4,2369063.jpg,How many pillows are there?,coco-388534,tallyqa,30129119.0,2
1,2405429.jpg,How many lids are there?,vg-2405429,tallyqa,30105441.0,1
0,COCO_val2014_000000193743.jpg,How many chairs are there?,coco-193743,tallyqa,90900507.0,0
1,COCO_train2014_000000211041.jpg,How many scissors can you see?,coco-211041,tallyqa,10405136.0,1
2,COCO_train2014_000000455737.jpg,How many places are reflecting the flash?,coco-455737,tallyqa,20014554.0,0
0,COCO_train2014_000000063171.jpg,How many people are walking toward the building?,coco-063171,tallyqa,90306363.0,0
0,COCO_val2014_000000259640.jpg,How many children are in the market?,coco-259640,tallyqa,20090388.0,0
4,COCO_train2014_000000376085.jpg,How many sheep are visible?,coco-376085,tallyqa,10563060.0,4
3,COCO_val2014_000000227845.jpg,How many animals can be seen in the photo?,coco-227845,tallyqa,20032276.0,2
1,COCO_train2014_000000478076.jpg,How many trees are there?,coco-478076,tallyqa,20005892.0,1
1,2350644.jpg,How many balls?,vg-2350644,tallyqa,30139939.0,0
0,COCO_train2014_000000511689.jpg,How many cups on the table are wine glasses?,coco-511689,tallyqa,91435944.0,0
2,COCO_val2014_000000516998.jpg,How many people are there?,coco-516998,tallyqa,19298360.0,2
0,COCO_val2014_000000098853.jpg,How many elephant tails are showing?,coco-098853,tallyqa,91702808.0,0
0,COCO_val2014_000000074963.jpg,How many people are wearing an orange tee shirt?,coco-074963,tallyqa,91656497.0,0
1,2318236.jpg,How many pizzas are there?,coco-558371,tallyqa,30159220.0,1
1,2378961.jpg,How many lamps are there?,coco-071516,tallyqa,30123108.0,0
2,COCO_train2014_000000149237.jpg,How many people are there?,coco-149237,tallyqa,10093507.0,2
0,COCO_val2014_000000275843.jpg,How many clocks are shown?,coco-275843,tallyqa,90664460.0,0
2,2321665.jpg,How many people are there?,coco-048101,tallyqa,30157359.0,2
1,150489.jpg,How many planes are pictured?,coco-289312,tallyqa,30093642.0,1
1,2342591.jpg,How many dogs are there?,coco-554002,tallyqa,30144771.0,1
1,2341716.jpg,How many jackets do you see?,coco-413719,tallyqa,30145293.0,1
2,COCO_train2014_000000447375.jpg,How many dogs are there?,coco-447375,tallyqa,20049963.0,1
1,2355785.jpg,How many people are shown?,vg-2355785,tallyqa,30136931.0,1
1,2333867.jpg,How many tarps are there?,coco-094175,tallyqa,30150044.0,2
2,COCO_val2014_000000240767.jpg,How many buildings are visible?,coco-240767,tallyqa,20089458.0,1
3,2409067.jpg,How many people are there?,coco-257971,tallyqa,30098306.0,3
0,COCO_train2014_000000076401.jpg,How many cats in the photo?,coco-076401,tallyqa,90367915.0,0
6,COCO_train2014_000000576413.jpg,How many animals are there?,coco-576413,tallyqa,20049229.0,4
5,2386317.jpg,How many chocolate chips are on the cupcake?,coco-181079,tallyqa,30118394.0,0
1,COCO_val2014_000000365177.jpg,How many buses are there?,coco-365177,tallyqa,20088579.0,1
2,COCO_val2014_000000053431.jpg,How many chairs are there?,coco-053431,tallyqa,19140609.0,1
2,2408599.jpg,How many people are in the tunnel?,vg-2408599,tallyqa,30099231.0,2
0,2412784.jpg,How many people are playing football?,vg-2412784,tallyqa,9241278419925.0,0
0,COCO_train2014_000000343960.jpg,How many black railroad cars are at the train station?,coco-343960,tallyqa,91283135.0,0
1,COCO_train2014_000000235624.jpg,How many pairs of sunglasses are there?,coco-235624,tallyqa,20065197.0,0
12,COCO_train2014_000000177148.jpg,How many donuts are there?,coco-177148,tallyqa,10239075.0,12
3,2319455.jpg,How many players are in the photo?,coco-023219,tallyqa,30158505.0,3
1,2398135.jpg,How many people are in the picture?,vg-2398135,tallyqa,30110790.0,1
0,COCO_train2014_000000290260.jpg,How many of the train cars are yellow and red?,coco-290260,tallyqa,91229576.0,0
1,COCO_val2014_000000355272.jpg,How many people are there?,coco-355272,tallyqa,19090145.0,1
2,COCO_val2014_000000468063.jpg,How many people are in the picture?,coco-468063,tallyqa,19190187.0,4
1,2413067.jpg,How many riders does each elephant have?,vg-2413067,tallyqa,30163498.0,1
0,COCO_train2014_000000447243.jpg,How many donuts are in the last row?,coco-447243,tallyqa,91169842.0,0
0,COCO_train2014_000000452761.jpg,How many cars have a surfboard on them?,coco-452761,tallyqa,91337835.0,0
2,2348222.jpg,How many cats are there?,coco-106750,tallyqa,30141366.0,2
1,COCO_train2014_000000008422.jpg,How many levels does the inside of the train have?,coco-008422,tallyqa,20059300.0,2
0,COCO_train2014_000000572391.jpg,How many zebras have their back turned to the camera?,coco-572391,tallyqa,91050703.0,0
3,COCO_train2014_000000094127.jpg,How many chairs are there?,coco-094127,tallyqa,10470782.0,2
1,COCO_val2014_000000281534.jpg,How many of the benches have people sitting on it?,coco-281534,tallyqa,20076191.0,1
3,COCO_val2014_000000225014.jpg,How many people are visible?,coco-225014,tallyqa,19232578.0,2
2,2381343.jpg,How many snapshots are there?,coco-161060,tallyqa,30121567.0,2
0,COCO_train2014_000000487114.jpg,How many fingers is the man in the santa hat pointing with?,coco-487114,tallyqa,91332820.0,0
2,COCO_val2014_000000019890.jpg,How many zebras are in the image?,coco-019890,tallyqa,20076263.0,2
0,COCO_val2014_000000018491.jpg,How many giraffes are reaching for the branch?,coco-018491,tallyqa,91533914.0,0
0,COCO_train2014_000000274640.jpg,How many of the fruit that can be seen in the bowl are bananas?,coco-274640,tallyqa,90991052.0,0
2,COCO_train2014_000000518883.jpg,How many vases are in the photo?,coco-518883,tallyqa,10491667.0,1
2,COCO_train2014_000000566592.jpg,How many cows are in the picture?,coco-566592,tallyqa,10219311.0,2
0,COCO_train2014_000000187569.jpg,How many dogs are looking at the camers?,coco-187569,tallyqa,91262657.0,0
1,2327890.jpg,How many drains are in the floor?,vg-2327890,tallyqa,30153572.0,2
2,2357101.jpg,How many taxis are visible?,coco-407150,tallyqa,30136090.0,2
1,2383205.jpg,How many bears?,coco-361693,tallyqa,30120420.0,1
4,COCO_train2014_000000257983.jpg,How many giraffes are there?,coco-257983,tallyqa,10623709.0,4
5,COCO_val2014_000000376093.jpg,How many people are in the photo?,coco-376093,tallyqa,19276948.0,5
2,COCO_train2014_000000462292.jpg,How many trains are visible?,coco-462292,tallyqa,10353207.0,1
1,COCO_val2014_000000474609.jpg,How many people are wearing glasses?,coco-474609,tallyqa,20085605.0,1
1,COCO_val2014_000000232950.jpg,How many people can you see?,coco-232950,tallyqa,19250527.0,1
2,COCO_train2014_000000357601.jpg,How many horses can be seen?,coco-357601,tallyqa,10476956.0,2
8,COCO_train2014_000000509864.jpg,How many people are visible?,coco-509864,tallyqa,10575597.0,8
0,COCO_train2014_000000536138.jpg,How many people are cutting cake in the image?,coco-536138,tallyqa,90988381.0,0
1,2415041.jpg,How many people are there?,coco-433170,tallyqa,30161060.0,1
2,COCO_train2014_000000219445.jpg,How many horses are in the photo?,coco-219445,tallyqa,10443713.0,1
2,COCO_train2014_000000205851.jpg,How many cars are visible?,coco-205851,tallyqa,10380081.0,1
1,2317893.jpg,How many giraffes are in the picture?,coco-428858,tallyqa,30159398.0,1
1,COCO_val2014_000000571449.jpg,How many human hands are in the photo?,coco-571449,tallyqa,20076401.0,1
5,COCO_train2014_000000284545.jpg,How many garlic bulbs are there?,coco-284545,tallyqa,20015958.0,4
2,COCO_val2014_000000274653.jpg,How many trees are on the cake?,coco-274653,tallyqa,20028667.0,2
0,COCO_train2014_000000066831.jpg,How many motorcycles have an american flag on them?,coco-066831,tallyqa,91221703.0,0
1,2383700.jpg,How many baby elephants are visible?,coco-179261,tallyqa,30120095.0,2
0,COCO_train2014_000000366740.jpg,How many sheep are surrounding the hay?,coco-366740,tallyqa,90017208.0,0
1,COCO_train2014_000000518501.jpg,How many slices of oranges it there?,coco-518501,tallyqa,20011612.0,2
2,COCO_train2014_000000567754.jpg,How many bottles are there?,coco-567754,tallyqa,10225559.0,1
3,COCO_train2014_000000243959.jpg,How many people are there?,coco-243959,tallyqa,10558505.0,3
1,COCO_train2014_000000249549.jpg,How many donuts are chocolate?,coco-249549,tallyqa,20050347.0,2
0,COCO_train2014_000000156216.jpg,How many animals are not standing?,coco-156216,tallyqa,20040510.0,1
0,COCO_val2014_000000536000.jpg,How many apples are on the stand?,coco-536000,tallyqa,90659529.0,0
0,COCO_val2014_000000019333.jpg,How many pens are on the book?,coco-019333,tallyqa,20076178.0,2
1,COCO_val2014_000000063240.jpg,How many people do you see in this boat?,coco-063240,tallyqa,20022012.0,4
2,2414639.jpg,How many signs are pictured?,coco-177449,tallyqa,30161511.0,2
3,2406905.jpg,How many women?,coco-154888,tallyqa,30102453.0,4
3,COCO_val2014_000000350463.jpg,How many umbrellas are there?,coco-350463,tallyqa,19220091.0,0
2,COCO_train2014_000000307050.jpg,How many cars can you see?,coco-307050,tallyqa,10233069.0,0
5,COCO_train2014_000000175237.jpg,How many people are in the photo?,coco-175237,tallyqa,10229070.0,4
2,2346654.jpg,How many lights are red?,vg-2346654,tallyqa,30142338.0,2
1,COCO_train2014_000000384052.jpg,How many people are in the picture?,coco-384052,tallyqa,10600076.0,2
3,2331883.jpg,How many main colors are on the truck?,coco-370260,tallyqa,30151252.0,2
2,COCO_val2014_000000093434.jpg,How many people are in this picture?,coco-093434,tallyqa,20021877.0,2
10,COCO_train2014_000000034632.jpg,How many people are there?,coco-034632,tallyqa,10179229.0,2
1,2412254.jpg,How many tennis players are in the scene?,coco-579952,tallyqa,30164628.0,1
0,COCO_train2014_000000072708.jpg,How many wheels does the skateboard have?,coco-072708,tallyqa,91245728.0,0
2,2319716.jpg,How many trains are shown?,coco-191641,tallyqa,30158373.0,1
2,COCO_train2014_000000011825.jpg,How many horses are in the picture?,coco-011825,tallyqa,20001772.0,2
1,COCO_train2014_000000443823.jpg,How many kites are in the sky?,coco-443823,tallyqa,20048723.0,1
2,2330167.jpg,How many mice are shown?,coco-149556,tallyqa,30152285.0,2
1,COCO_train2014_000000486564.jpg,How many birds are on the rock?,coco-486564,tallyqa,20021283.0,1
2,COCO_train2014_000000573913.jpg,How many umbrellas?,coco-573913,tallyqa,20014828.0,1
1,COCO_train2014_000000184319.jpg,How many red bags are there?,coco-184319,tallyqa,20049638.0,2
1,2351821.jpg,How many people holding camera?,coco-542180,tallyqa,30139249.0,2
0,COCO_train2014_000000049877.jpg,How many people are wearing white shirt?,coco-049877,tallyqa,91151798.0,0
4,COCO_val2014_000000376246.jpg,How many panels are in this picture?,coco-376246,tallyqa,20023721.0,4
0,COCO_val2014_000000500878.jpg,How many people are wearing yellow?,coco-500878,tallyqa,91719694.0,0
1,2368716.jpg,How many of the animal's eyes are visible?,coco-169401,tallyqa,30129326.0,2
3,COCO_train2014_000000318630.jpg,How many people are there?,coco-318630,tallyqa,20056907.0,4
0,COCO_val2014_000000479078.jpg,How many airplanes are in the image?,coco-479078,tallyqa,90839290.0,0
1,2317954.jpg,How many pizzas are in the photo?,coco-000450,tallyqa,30159361.0,1
6,COCO_val2014_000000570755.jpg,How many semi trucks are in the photo?,coco-570755,tallyqa,20027941.0,5
2,COCO_train2014_000000349410.jpg,How many cars are there?,coco-349410,tallyqa,10640337.0,1
1,COCO_train2014_000000453002.jpg,How many handbags are visible?,coco-453002,tallyqa,10309193.0,1
3,COCO_val2014_000000078170.jpg,How many handbags are in the picture?,coco-078170,tallyqa,19197413.0,1
1,COCO_val2014_000000098871.jpg,How many outlets are in use?,coco-098871,tallyqa,20029814.0,0
1,COCO_val2014_000000219676.jpg,How many clocks are visible?,coco-219676,tallyqa,19019337.0,1
2,COCO_train2014_000000372555.jpg,How many books are there?,coco-372555,tallyqa,10546844.0,2
2,COCO_train2014_000000129509.jpg,How many people are in the photo?,coco-129509,tallyqa,10636176.0,1
1,COCO_train2014_000000029751.jpg,How many dogs are there?,coco-029751,tallyqa,10153557.0,1
1,COCO_val2014_000000120745.jpg,How many cars are on the road?,coco-120745,tallyqa,20025212.0,1
1,COCO_train2014_000000055202.jpg,How many corn dogs are facing the camera?,coco-055202,tallyqa,20004749.0,3
4,2374214.jpg,How many people are waiting to get on the bus?,coco-117838,tallyqa,30126028.0,2
5,COCO_val2014_000000069946.jpg,How many boats can you see?,coco-069946,tallyqa,19179612.0,4
2,COCO_val2014_000000547435.jpg,How many trucks are there?,coco-547435,tallyqa,19061058.0,1
1,2376403.jpg,How many mopeds are there?,coco-122857,tallyqa,30124724.0,1
2,COCO_train2014_000000412141.jpg,How many trains are in the photo?,coco-412141,tallyqa,10097302.0,2
0,COCO_val2014_000000059774.jpg,How many people are wearing orange glasses?,coco-059774,tallyqa,91627852.0,0
2,COCO_val2014_000000527528.jpg,How many kites are there?,coco-527528,tallyqa,19008623.0,3
0,COCO_val2014_000000447733.jpg,How many solid black cats on the chair?,coco-447733,tallyqa,91746147.0,0
2,COCO_val2014_000000249757.jpg,How many people can be seen?,coco-249757,tallyqa,19287112.0,2
9,2338568.jpg,How many potato wedges are visible?,coco-425762,tallyqa,30147227.0,4
1,COCO_val2014_000000211527.jpg,How many bottles are there?,coco-211527,tallyqa,19202805.0,2
2,COCO_train2014_000000515590.jpg,How many trains are in the image?,coco-515590,tallyqa,20003399.0,3
0,COCO_train2014_000000208011.jpg,How many sandwiches with orange paste are in the picture?,coco-208011,tallyqa,91228202.0,0
4,COCO_train2014_000000571779.jpg,How many chairs can be seen?,coco-571779,tallyqa,10246419.0,2
3,COCO_val2014_000000536720.jpg,How many giraffes can be seen?,coco-536720,tallyqa,19189560.0,2
2,2378298.jpg,How many horses are running?,coco-311913,tallyqa,30123489.0,2
4,COCO_val2014_000000280891.jpg,How many people can be seen?,coco-280891,tallyqa,19049176.0,2
0,COCO_train2014_000000083580.jpg,How many numbers are on the clock tower?,coco-083580,tallyqa,91290148.0,0
1,COCO_val2014_000000522301.jpg,How many chains are visible on the hydrant?,coco-522301,tallyqa,20092183.0,2
0,COCO_train2014_000000064360.jpg,How many bear claws?,coco-064360,tallyqa,90311970.0,0
9,COCO_train2014_000000571648.jpg,How many people are there?,coco-571648,tallyqa,10245646.0,3
4,COCO_val2014_000000012085.jpg,How many pillows?,coco-012085,tallyqa,20025659.0,2
2,COCO_val2014_000000381368.jpg,How many legs does the animal on top have?,coco-381368,tallyqa,20026974.0,2
1,2343035.jpg,How many guns in the room?,coco-169562,tallyqa,30144507.0,1
2,COCO_val2014_000000191614.jpg,How many horses are there?,coco-191614,tallyqa,19158484.0,2
2,2340546.jpg,How many zebras are there?,coco-193787,tallyqa,30146018.0,2
1,COCO_train2014_000000075052.jpg,How many bicycles are in the photo?,coco-075052,tallyqa,10381473.0,1
1,COCO_train2014_000000185502.jpg,How many buses are in the photo?,coco-185502,tallyqa,10282855.0,1
1,COCO_train2014_000000565332.jpg,How many animals are standing?,coco-565332,tallyqa,20012744.0,3
0,COCO_train2014_000000044483.jpg,How many horses in this scene?,coco-044483,tallyqa,90502522.0,0
0,COCO_train2014_000000468841.jpg,How many toothbrushes are in this image?,coco-468841,tallyqa,90294657.0,0
3,COCO_val2014_000000211243.jpg,How many types of fruits are shown?,coco-211243,tallyqa,20027498.0,2
5,COCO_train2014_000000546586.jpg,How many boards are seen here?,coco-546586,tallyqa,20004821.0,2
2,COCO_train2014_000000247951.jpg,How many sinks are here?,coco-247951,tallyqa,20003672.0,2
3,COCO_train2014_000000192476.jpg,How many donuts are there?,coco-192476,tallyqa,10316619.0,3
2,COCO_train2014_000000570543.jpg,How many boats are there?,coco-570543,tallyqa,10079071.0,2
2,COCO_train2014_000000446506.jpg,How many potted plants can you see?,coco-446506,tallyqa,10277029.0,1
1,COCO_train2014_000000366527.jpg,How many keyboards do you see?,coco-366527,tallyqa,20065138.0,2
8,COCO_val2014_000000125909.jpg,How many people are visible?,coco-125909,tallyqa,19303102.0,10
1,COCO_train2014_000000306705.jpg,How many pictures on the wall?,coco-306705,tallyqa,20012460.0,0
1,2374113.jpg,How many horses are there?,vg-2374113,tallyqa,30126095.0,1
2,COCO_train2014_000000084949.jpg,How many items on the plate?,coco-084949,tallyqa,20051988.0,1
1,2366586.jpg,How many laptops are in the picture?,coco-058134,tallyqa,30130568.0,1
2,COCO_train2014_000000268876.jpg,How many handbags are in the picture?,coco-268876,tallyqa,10034291.0,1
0,COCO_val2014_000000113951.jpg,How many black dogs are on front front a woman?,coco-113951,tallyqa,91731714.0,0
1,2400121.jpg,How many people are shown?,coco-191175,tallyqa,30109510.0,2
3,2405551.jpg,How many domes are there?,coco-223776,tallyqa,30105186.0,1
0,COCO_train2014_000000162882.jpg,How many airplanes are here?,coco-162882,tallyqa,90154407.0,0
0,COCO_train2014_000000025996.jpg,How many sheep are facing forward?,coco-025996,tallyqa,91465602.0,0
3,COCO_train2014_000000401001.jpg,How many people are there?,coco-401001,tallyqa,10039687.0,1
0,COCO_train2014_000000103843.jpg,How many tacos are there?,coco-103843,tallyqa,20064964.0,2
0,COCO_train2014_000000417347.jpg,How many people are on a motorcycle in the image?,coco-417347,tallyqa,91040770.0,0
2,COCO_val2014_000000140231.jpg,How many laptops can you see?,coco-140231,tallyqa,19023987.0,1
2,COCO_val2014_000000291686.jpg,How many chairs are there?,coco-291686,tallyqa,19120993.0,2
6,COCO_train2014_000000296281.jpg,How many slices of pizza are on the plate?,coco-296281,tallyqa,20043364.0,6
2,COCO_train2014_000000136736.jpg,How many headlights are on the closest train?,coco-136736,tallyqa,20007177.0,0
5,COCO_val2014_000000331366.jpg,How many bicycles are visible?,coco-331366,tallyqa,19178099.0,2
2,COCO_val2014_000000535151.jpg,How many bowls are in the photo?,coco-535151,tallyqa,19028497.0,1
0,COCO_train2014_000000484714.jpg,How many cats are pictured?,coco-484714,tallyqa,20061361.0,0
2,COCO_val2014_000000236567.jpg,How many people are in the picture?,coco-236567,tallyqa,20027735.0,3
0,COCO_val2014_000000365177.jpg,How many red umbrellas are to the right of the woman in the middle?,coco-365177,tallyqa,91710762.0,0
0,COCO_train2014_000000057828.jpg,How many people are to the left of the man with an umbrella over his head?,coco-057828,tallyqa,91185688.0,0
2,COCO_train2014_000000556391.jpg,How many bowls are there?,coco-556391,tallyqa,10317414.0,2
2,2341278.jpg,How many red button are visible on the remote control?,coco-101862,tallyqa,30145561.0,2
0,COCO_train2014_000000551118.jpg,How many motorcycles have an american flag on them?,coco-551118,tallyqa,91052102.0,0
0,COCO_train2014_000000117494.jpg,How many people are wearing white shirt?,coco-117494,tallyqa,91445224.0,0
2,2385236.jpg,How many people are in the photo?,coco-371201,tallyqa,30119083.0,2
1,2325005.jpg,How many pastries have open holes?,coco-121994,tallyqa,30155339.0,2
3,COCO_train2014_000000324764.jpg,How many appliances is there?,coco-324764,tallyqa,20004593.0,4
0,COCO_train2014_000000247631.jpg,How many dogs are there?,coco-247631,tallyqa,90557189.0,0
1,2388316.jpg,How many cats are there?,vg-2388316,tallyqa,30117130.0,1
0,COCO_train2014_000000363969.jpg,How many white airplanes do you see?,coco-363969,tallyqa,91365965.0,0
2,2316781.jpg,How many pockets are on the front of his shirt?,coco-265327,tallyqa,30160113.0,2
0,COCO_train2014_000000021020.jpg,How many people are reading book?,coco-021020,tallyqa,91027451.0,0
1,2332530.jpg,How many monitors are there?,coco-126235,tallyqa,30150870.0,1
2,2397435.jpg,How many cucumber slices on the plate?,coco-345559,tallyqa,30111213.0,2
2,COCO_train2014_000000004716.jpg,How many people are visible?,coco-004716,tallyqa,10023611.0,2
2,COCO_val2014_000000348481.jpg,How many books are visible?,coco-348481,tallyqa,19215613.0,2
2,2393617.jpg,How many computer screens are there?,vg-2393617,tallyqa,30113585.0,1
2,COCO_val2014_000000453302.jpg,How many microwaves are in the kitchen?,coco-453302,tallyqa,20027044.0,1
4,COCO_train2014_000000069934.jpg,How many men have tennis rackets?,coco-069934,tallyqa,20016081.0,4
2,COCO_train2014_000000576816.jpg,How many teddy bears can be seen?,coco-576816,tallyqa,10275628.0,1
3,COCO_train2014_000000377926.jpg,How many human hands are in this picture?,coco-377926,tallyqa,20016262.0,2
3,COCO_val2014_000000474245.jpg,How many men are on the floor?,coco-474245,tallyqa,20024900.0,10
3,COCO_val2014_000000294209.jpg,How many people are in the photo?,coco-294209,tallyqa,19084187.0,1
1,COCO_train2014_000000119614.jpg,How many cats are there?,coco-119614,tallyqa,10321031.0,1
2,2413184.jpg,How many colors are on the surfboard?,vg-2413184,tallyqa,924131841750.0,1
1,2387117.jpg,How many people in the bathroom?,coco-183393,tallyqa,30117896.0,1
0,COCO_train2014_000000548067.jpg,How many baby giraffes are there?,coco-548067,tallyqa,91039249.0,0
1,COCO_train2014_000000248478.jpg,How many people are in the picture?,coco-248478,tallyqa,10579128.0,1
3,COCO_val2014_000000118447.jpg,How many people are in the picture?,coco-118447,tallyqa,19286593.0,2
0,COCO_train2014_000000162046.jpg,How many horses are in the truck?,coco-162046,tallyqa,20042325.0,0
2,COCO_val2014_000000569841.jpg,How many cars are there?,coco-569841,tallyqa,19119376.0,2
0,COCO_train2014_000000201372.jpg,How many sticks does the dog have in it's mouth?,coco-201372,tallyqa,91235752.0,0
2,COCO_val2014_000000183246.jpg,How many trucks are visible?,coco-183246,tallyqa,19137353.0,1
1,COCO_train2014_000000579798.jpg,How many handbags are there?,coco-579798,tallyqa,10288409.0,0
0,COCO_val2014_000000177935.jpg,How many us airways express airplanes are in this image?,coco-177935,tallyqa,91598772.0,0
0,COCO_train2014_000000311641.jpg,How many people are wearing a blue wig?,coco-311641,tallyqa,91150233.0,0
1,2356653.jpg,How many planes are there?,coco-156895,tallyqa,30136384.0,1
2,COCO_val2014_000000473199.jpg,How many umbrellas are there?,coco-473199,tallyqa,19201677.0,2
0,COCO_train2014_000000437810.jpg,How many bowls are stacked upside-down?,coco-437810,tallyqa,90217500.0,0
0,COCO_train2014_000000132750.jpg,How many toilets are in the picture?,coco-132750,tallyqa,90007967.0,0
2,COCO_train2014_000000045276.jpg,How many people can you see?,coco-045276,tallyqa,10234981.0,2
4,COCO_val2014_000000385098.jpg,How many people are there?,coco-385098,tallyqa,19296590.0,10
0,COCO_val2014_000000395210.jpg,How many bells are there?,coco-395210,tallyqa,20073406.0,0
0,COCO_val2014_000000514525.jpg,How many people are sitting in chairs?,coco-514525,tallyqa,91745756.0,0
0,COCO_train2014_000000054178.jpg,How many big chairs are in the image?,coco-054178,tallyqa,91205931.0,2
1,2350537.jpg,How many people are in the photo?,coco-406420,tallyqa,30140005.0,1
1,COCO_val2014_000000158222.jpg,How many beds are there?,coco-158222,tallyqa,19071167.0,0
0,COCO_val2014_000000020774.jpg,How many cars are to the right?,coco-020774,tallyqa,91539148.0,0
1,2414877.jpg,How many men are surfing?,coco-187533,tallyqa,30161246.0,2
3,2406283.jpg,How many orange juice boxes are there?,coco-161719,tallyqa,30103726.0,0
0,COCO_val2014_000000081630.jpg,How many people are wearing blue helmets?,coco-081630,tallyqa,91698291.0,0
9,COCO_train2014_000000238589.jpg,How many people are there?,coco-238589,tallyqa,10533584.0,4
2,COCO_train2014_000000113385.jpg,How many handbags are there?,coco-113385,tallyqa,10560664.0,0
1,2388892.jpg,How many computers are in the picture?,coco-578324,tallyqa,30116741.0,1
0,COCO_train2014_000000542820.jpg,How many doors are on the train car?,coco-542820,tallyqa,91405313.0,0
0,COCO_val2014_000000234677.jpg,How many of the baskets of food have forks in them?,coco-234677,tallyqa,91711829.0,0
1,COCO_train2014_000000265074.jpg,How many carrots are there?,coco-265074,tallyqa,10014706.0,3
2,COCO_val2014_000000015846.jpg,How many people are there?,coco-015846,tallyqa,19041264.0,2
2,COCO_val2014_000000025986.jpg,How many plates are on the table?,coco-025986,tallyqa,20077298.0,2
0,COCO_val2014_000000361382.jpg,How many bikes are there?,coco-361382,tallyqa,90868788.0,1
4,COCO_train2014_000000242979.jpg,How many lights are above the windshield?,coco-242979,tallyqa,20067364.0,0
3,COCO_train2014_000000408139.jpg,How many people can you see?,coco-408139,tallyqa,10076754.0,4
0,COCO_train2014_000000061822.jpg,How many pieces of bread have an orange topping? there are pieces of bread without orange topping too?,coco-061822,tallyqa,91201671.0,0
1,2395596.jpg,How many women are in the picture?,vg-2395596,tallyqa,30112363.0,1
6,COCO_val2014_000000259858.jpg,How many sheep are there?,coco-259858,tallyqa,19309287.0,10
0,COCO_val2014_000000518249.jpg,How many cows are in the scene?,coco-518249,tallyqa,90924761.0,0
1,COCO_val2014_000000261453.jpg,How many picture frames are shown?,coco-261453,tallyqa,20092363.0,2
2,COCO_train2014_000000386872.jpg,How many cups can be seen?,coco-386872,tallyqa,10613183.0,1
2,COCO_val2014_000000192699.jpg,How many people are visible?,coco-192699,tallyqa,19160828.0,2
0,COCO_train2014_000000222376.jpg,How many rolls of toilet paper is there?,coco-222376,tallyqa,90437068.0,0
2,COCO_train2014_000000030139.jpg,How many chairs are in the photo?,coco-030139,tallyqa,10585120.0,4
5,COCO_train2014_000000279169.jpg,How many types of fruits are in the image?,coco-279169,tallyqa,20014569.0,4
7,COCO_train2014_000000509483.jpg,How many chairs are there?,coco-509483,tallyqa,10573601.0,2
0,COCO_val2014_000000002613.jpg,How many umbrellas are shown?,coco-002613,tallyqa,90635914.0,0
5,COCO_val2014_000000222711.jpg,How many people can you see?,coco-222711,tallyqa,19227307.0,1
1,COCO_train2014_000000217583.jpg,How many umbrellas?,coco-217583,tallyqa,20059773.0,1
0,COCO_train2014_000000074421.jpg,How many birds are standing on the boat?,coco-074421,tallyqa,91252529.0,0
0,COCO_train2014_000000249538.jpg,How many surfboards are stored?,coco-249538,tallyqa,90110538.0,0
1,COCO_train2014_000000169134.jpg,How many people can be seen?,coco-169134,tallyqa,10197460.0,1
6,COCO_val2014_000000435270.jpg,How many sandwiches are on the plate?,coco-435270,tallyqa,20079925.0,4
7,COCO_train2014_000000516193.jpg,How many people are in this photo?,coco-516193,tallyqa,20070568.0,10
0,COCO_train2014_000000573911.jpg,How many people are on the pic?,coco-573911,tallyqa,90242289.0,0
1,COCO_train2014_000000165463.jpg,How many boats are in the water?,coco-165463,tallyqa,20008756.0,1
4,COCO_train2014_000000411645.jpg,How many planes are in the picture?,coco-411645,tallyqa,20013767.0,4
0,COCO_val2014_000000555299.jpg,How many non donuts are there?,coco-555299,tallyqa,90709775.0,0
2,COCO_train2014_000000291091.jpg,How many keyboards can be seen?,coco-291091,tallyqa,10149439.0,1
4,2389897.jpg,How many different flowers are shown?,coco-036397,tallyqa,30116072.0,1
2,COCO_val2014_000000422654.jpg,How many potted plants are there?,coco-422654,tallyqa,19287764.0,1
2,COCO_val2014_000000500434.jpg,How many surfers are in the water?,coco-500434,tallyqa,20027214.0,2
1,COCO_val2014_000000260655.jpg,How many people are in the photo?,coco-260655,tallyqa,19310968.0,1
2,COCO_train2014_000000041001.jpg,How many elephants have tusks?,coco-041001,tallyqa,20045573.0,2
2,2415174.jpg,How many drawers are shown?,coco-258528,tallyqa,30092825.0,2
2,COCO_train2014_000000288683.jpg,How many people are in the picture?,coco-288683,tallyqa,10145364.0,4
0,COCO_val2014_000000556518.jpg,How many horses are there?,coco-556518,tallyqa,90712966.0,0
0,COCO_train2014_000000032244.jpg,How many cars does the train have?,coco-032244,tallyqa,90156621.0,0
1,COCO_train2014_000000550157.jpg,How many cats can be seen?,coco-550157,tallyqa,10133437.0,1
1,COCO_train2014_000000389232.jpg,How many people wear sneakers?,coco-389232,tallyqa,20040057.0,1
2,COCO_train2014_000000539216.jpg,How many teddy bears are there?,coco-539216,tallyqa,10364165.0,2
